date,price
2022-04-23,110.75221447341912
2022-04-24,111.39596060096939
2022-04-25,112.61322776698603
2022-04-26,113.01721742435464
2022-04-27,111.55822338507144
2022-04-28,111.27656645340282
2022-04-29,113.54595337107376
2022-04-30,111.33743261597462
2022-05-01,111.11944949471486
2022-05-02,110.59484560465715
2022-05-03,110.81686184092987
2022-05-04,111.73466439717323
2022-05-05,113.62151758299804
2022-05-06,113.40537265226278
2022-05-07,114.41733566285315
2022-05-08,115.08065889037584
2022-05-09,115.71860541330771
2022-05-10,115.15861538848402
2022-05-11,114.1022406863804
2022-05-12,112.93834863891308
2022-05-13,112.17439162503855
2022-05-14,112.62498109775593
2022-05-15,113.5721001928084
2022-05-16,114.0303282369432
2022-05-17,113.49557720146733
2022-05-18,115.63606986358235
2022-05-19,117.48493523314971
2022-05-20,117.16302637814641
2022-05-21,116.29199964384802
2022-05-22,116.53646281758871
2022-05-23,118.10655700212438
2022-05-24,118.5940595052698
2022-05-25,119.34896845515084
2022-05-26,119.19133219168059
2022-05-27,119.83052061582838
2022-05-28,121.77722068964383
2022-05-29,121.58278048525126
2022-05-30,121.8542842354729
2022-05-31,122.26105391363254
2022-06-01,122.7057483669493
2022-06-02,121.07144415414994
2022-06-03,118.89594932293015
2022-06-04,117.77873750599656
2022-06-05,118.07076081126402
2022-06-06,118.81915960891314
2022-06-07,118.28367188441895
2022-06-08,120.00736954396487
2022-06-09,119.93155371899225
2022-06-10,120.05186425430377
2022-06-11,119.91504850312893
2022-06-12,120.17169883546079
2022-06-13,121.11441465716275
2022-06-14,122.01750845386128
2022-06-15,121.01888917311463
2022-06-16,122.95962526148057
2022-06-17,121.71155253312355
2022-06-18,121.90535020402538
2022-06-19,121.66837038028832
2022-06-20,120.4894139973743
2022-06-21,120.49529317233115
2022-06-22,119.69904367887932
2022-06-23,119.88207218679649
2022-06-24,120.46120564754979
2022-06-25,122.33067847621342
2022-06-26,122.8045682191701
2022-06-27,122.15219923373795
2022-06-28,121.77154878169594
2022-06-29,122.03941952849229
2022-06-30,122.25111011787719
2022-07-01,124.13327508954212
2022-07-02,125.96467900037895
2022-07-03,125.61331825627116
2022-07-04,125.02464132830966
2022-07-05,121.92771269406744
2022-07-06,121.3559687597481
2022-07-07,120.26612213050794
2022-07-08,119.93560141209112
2022-07-09,120.5011988093184
2022-07-10,120.81111864924878
2022-07-11,120.87156285961716
2022-07-12,121.20949812676575
2022-07-13,121.15359900528524
2022-07-14,121.48921741198768
2022-07-15,117.66102534264526
2022-07-16,117.43830068169765
2022-07-17,117.40207011914494
2022-07-18,117.0953434558896
2022-07-19,116.9338148064956
2022-07-20,117.84976920901227
2022-07-21,117.23918327176752
2022-07-22,119.91305978575176
2022-07-23,120.83434814302106
2022-07-24,120.92339429600796
2022-07-25,120.77022993968795
2022-07-26,120.76235295942692
2022-07-27,119.75361648732613
2022-07-28,119.73541089676675
2022-07-29,120.16488207933887
2022-07-30,120.9574194839566
2022-07-31,121.75536321740898
2022-08-01,121.51808935275845
2022-08-02,119.89450772731249
2022-08-03,119.18820603358122
2022-08-04,121.20510056393437
2022-08-05,122.38813302426553
2022-08-06,122.93841404165464
2022-08-07,122.10084170218948
2022-08-08,122.20297314045558
2022-08-09,120.76627105229471
2022-08-10,120.19633048579585
2022-08-11,119.99776213125033
2022-08-12,119.6598005157441
2022-08-13,120.90019631858809
2022-08-14,119.28167406035139
2022-08-15,118.34479729827787
2022-08-16,116.81260144332643
2022-08-17,115.46066704769784
2022-08-18,115.69627134688531
2022-08-19,113.93717834209252
2022-08-20,114.88726489977579
2022-08-21,114.69561481622688
2022-08-22,114.86626850899238
2022-08-23,115.32869338581497
2022-08-24,114.92023776559881
2022-08-25,116.19870210003664
2022-08-26,116.06583733563333
2022-08-27,116.848202621607
2022-08-28,116.70902194325538
2022-08-29,117.14186581345704
2022-08-30,117.5631813759146
2022-08-31,117.9511045343227
2022-09-01,116.89625854775767
2022-09-02,117.49929802228203
2022-09-03,117.21852523751484
2022-09-04,118.05134882884418
2022-09-05,115.6047423633261
2022-09-06,114.00348232338683
2022-09-07,114.50902570642928
2022-09-08,116.73385315431474
2022-09-09,117.80203648809308
2022-09-10,117.09233701876396
2022-09-11,115.20474717163047
2022-09-12,116.15252075273554
2022-09-13,116.15184332563106
2022-09-14,116.93087863797815
2022-09-15,117.159243149828
2022-09-16,117.28769997106652
2022-09-17,120.85163386729019
2022-09-18,120.94090701630502
2022-09-19,120.84506714146714
2022-09-20,120.7949784618459
2022-09-21,120.18673139335141
2022-09-22,121.47288914107479
2022-09-23,121.14035184268168
2022-09-24,122.00764735529155
2022-09-25,122.45249093415318
2022-09-26,124.04313147921681
2022-09-27,124.66356991434131
2022-09-28,123.25065198554614
2022-09-29,121.71434766354696
2022-09-30,123.52590646051998
2022-10-01,122.87281164823287
2022-10-02,121.34844837706483
2022-10-03,120.6329553547803
2022-10-04,122.2550165768975
2022-10-05,120.61653895286726
2022-10-06,119.66789565906213
2022-10-07,118.96567546171597
2022-10-08,117.57236151779935
2022-10-09,116.27397778702453
2022-10-10,114.60183243931303
2022-10-11,114.16498467883034
2022-10-12,113.85113505319353
2022-10-13,113.16513852550452
2022-10-14,111.38426118606392
2022-10-15,112.86938757959769
2022-10-16,111.45955995472465
2022-10-17,111.85862275463492
2022-10-18,110.74589054394895
2022-10-19,111.57462072211241
2022-10-20,112.7303467437071
2022-10-21,111.83119418182683
2022-10-22,109.76934486398835
2022-10-23,110.62092152174581
2022-10-24,112.78444610964777
2022-10-25,113.34351245086123
2022-10-26,113.61615394717094
2022-10-27,114.63842734654166
2022-10-28,115.60718493220838
2022-10-29,114.7413000260407
2022-10-30,114.07677428302951
2022-10-31,114.86518573524367
2022-11-01,114.79165668476507
2022-11-02,116.39484338560897
2022-11-03,115.66814132126811
2022-11-04,116.62889237373999
2022-11-05,117.12181037016165
2022-11-06,117.06742185485312
2022-11-07,118.53768421623727
2022-11-08,119.4386554096852
2022-11-09,118.33388707870436
2022-11-10,119.18614983871211
2022-11-11,120.920297152904
2022-11-12,120.85929928508594
2022-11-13,120.65546300610737
2022-11-14,119.94402151001577
2022-11-15,120.02365967966313
2022-11-16,120.94328178355451
2022-11-17,120.05112153336704
2022-11-18,118.53084507907938
2022-11-19,118.18029021027188
2022-11-20,116.64427145855758
2022-11-21,117.34789121469538
2022-11-22,116.94105808055058
2022-11-23,114.9818254364318
2022-11-24,114.67297561272605
2022-11-25,114.54383665753012
2022-11-26,115.14992889019369
2022-11-27,115.0746628167315
2022-11-28,117.31715321616036
2022-11-29,116.80247834648516
2022-11-30,116.82303727796597
2022-12-01,116.79627240252528
2022-12-02,116.55961000270842
2022-12-03,116.81886839714575
2022-12-04,117.54458376866097
2022-12-05,119.21383287883702
2022-12-06,117.43843356798713
2022-12-07,116.93304563801776
2022-12-08,116.50299930936703
2022-12-09,117.68882543427273
2022-12-10,117.36322392728499
2022-12-11,115.23287533130588
2022-12-12,115.42615596762589
2022-12-13,115.47961070745725
2022-12-14,115.7795708044165
2022-12-15,114.66789834179514
2022-12-16,116.73081360103477
2022-12-17,116.4461540913764
2022-12-18,116.32004656465875
2022-12-19,115.36621221442253
2022-12-20,114.38444343668344
2022-12-21,113.07733012532952
2022-12-22,112.72304657914248
2022-12-23,111.73380959427072
2022-12-24,114.12096594535907
2022-12-25,112.05709697181344
2022-12-26,110.88236819285223
2022-12-27,110.52597626286556
2022-12-28,111.35877985403926
2022-12-29,110.98711226325553
2022-12-30,111.82613420291685
2022-12-31,110.81209046872178
2023-01-01,110.9664418860281
2023-01-02,112.99051537882325
2023-01-03,111.9874484108758
2023-01-04,112.54690150419655
2023-01-05,112.86982953671271
2023-01-06,110.41882169969814
2023-01-07,109.8568224194867
2023-01-08,111.18735541732893
2023-01-09,111.42649459345782
2023-01-10,110.16484697873304
2023-01-11,111.0139725819874
2023-01-12,110.5708903449077
2023-01-13,111.05745835291594
2023-01-14,111.5649022187136
2023-01-15,110.40608248694545
2023-01-16,111.36642554446878
2023-01-17,110.3334921459228
2023-01-18,108.98103979335691
2023-01-19,108.10610841477495
2023-01-20,107.81844883428589
2023-01-21,108.02266037960405
2023-01-22,107.27451300653897
2023-01-23,108.15933390709469
2023-01-24,108.51784336069683
2023-01-25,107.85067759664429
2023-01-26,108.89574302413382
2023-01-27,110.24721363363037
2023-01-28,110.22661427602199
2023-01-29,110.0778270357116
2023-01-30,108.21336033509364
2023-01-31,107.85894795334625
2023-02-01,107.63081903832254
2023-02-02,107.9810275593382
2023-02-03,107.88554378982957
2023-02-04,108.23512201406797
2023-02-05,109.98213460811324
2023-02-06,109.48730947853306
2023-02-07,109.0373469836492
2023-02-08,107.69709773489042
2023-02-09,107.77392834174735
2023-02-10,108.91289720818042
2023-02-11,107.09288607648814
2023-02-12,106.4654749422269
2023-02-13,106.58891154886811
2023-02-14,107.58029808870147
2023-02-15,108.07825527161046
2023-02-16,108.51647328671066
2023-02-17,108.35987014087323
2023-02-18,108.96871635613373
2023-02-19,110.16116525105546
2023-02-20,108.36664892816499
2023-02-21,109.24283164744794
2023-02-22,109.2223379043076
2023-02-23,108.73084954650348
2023-02-24,106.16145716908918
2023-02-25,104.78098525558023
2023-02-26,106.64405298608234
2023-02-27,105.99507216667587
2023-02-28,104.93006678247794
2023-03-01,104.53508277530989
2023-03-02,103.83977057636233
2023-03-03,104.0519761116268
2023-03-04,105.71365878182493
2023-03-05,105.17809652420671
2023-03-06,105.42451833972277
2023-03-07,104.29938872402762
2023-03-08,105.96835254181605
2023-03-09,106.25345344536407
2023-03-10,105.18898602959172
2023-03-11,106.22436776197755
2023-03-12,107.58402654911583
2023-03-13,107.84379502722882
2023-03-14,106.16208215789334
2023-03-15,108.1421842060821
2023-03-16,108.56407122096745
2023-03-17,109.9216153149406
2023-03-18,109.40400189746755
2023-03-19,109.0554145728059
2023-03-20,109.26311400070952
2023-03-21,110.56706183666824
2023-03-22,110.81361535900145
2023-03-23,109.50952326456571
2023-03-24,109.88403400357947
2023-03-25,111.76253913917849
2023-03-26,111.9254959426834
2023-03-27,112.15985172860239
2023-03-28,110.8335124200702
2023-03-29,109.36719714521274
2023-03-30,108.75726488429352
2023-03-31,108.48915903437386
2023-04-01,108.688844977899
2023-04-02,108.95617277259757
2023-04-03,110.78871497871509
2023-04-04,110.94236500961065
2023-04-05,112.21201460584027
2023-04-06,112.25765197878881
2023-04-07,113.97396327421878
2023-04-08,111.9333763093289
2023-04-09,111.35274232889671
2023-04-10,112.5364591675034
2023-04-11,112.43338026644861
2023-04-12,113.57067720317684
2023-04-13,114.0988559255434
2023-04-14,115.26936982716344
2023-04-15,116.06826462973774
2023-04-16,116.94301186861588
2023-04-17,118.7818885586412
2023-04-18,120.04866653904142
2023-04-19,121.33775717216548
2023-04-20,121.45960304185601
2023-04-21,120.85005776914772
2023-04-22,120.14965906766373
2023-04-23,121.14803616822832
2023-04-24,118.29080751108565
2023-04-25,116.83916852254059
2023-04-26,115.80718226001511
2023-04-27,115.61306466448464
2023-04-28,112.66326895711518
2023-04-29,114.1715161388376
2023-04-30,114.94808251855602
2023-05-01,117.32128039759975
2023-05-02,118.66134103742658
2023-05-03,119.978932042374
2023-05-04,122.77525225377244
2023-05-05,122.17247722417292
2023-05-06,120.43340283555438
2023-05-07,120.24991363848649
2023-05-08,119.35406133712169
2023-05-09,119.14298921645272
2023-05-10,117.98704130951356
2023-05-11,118.75145583233662
2023-05-12,119.45563159907118
2023-05-13,119.51903555374426
2023-05-14,119.98704998999432
2023-05-15,119.91259715301467
2023-05-16,120.91031033382147
2023-05-17,121.09124142841009
2023-05-18,120.8666830190491
2023-05-19,122.0869342801443
2023-05-20,123.72390186191937
2023-05-21,125.4776310420937
2023-05-22,124.33543992595986
2023-05-23,123.77040099060996
2023-05-24,121.76346877209367
2023-05-25,121.57039450566987
2023-05-26,122.1735341841669
2023-05-27,122.10902512317487
2023-05-28,124.56445551360846
2023-05-29,124.15857048757384
2023-05-30,122.90642068183391
2023-05-31,123.7034739902205
2023-06-01,123.98791012395145
2023-06-02,124.76859081973456
2023-06-03,125.2474376127127
2023-06-04,125.65294593164495
2023-06-05,123.08673722037287
2023-06-06,122.29145654517863
2023-06-07,121.66737276990109
2023-06-08,121.3413475999754
2023-06-09,120.89433622142127
2023-06-10,121.49012619213823
2023-06-11,122.31733121116837
2023-06-12,121.03099209564196
2023-06-13,121.95906307661868
2023-06-14,122.77102766079967
2023-06-15,123.44107517953984
2023-06-16,121.78956383874822
2023-06-17,122.42357875169189
2023-06-18,122.62263388317453
2023-06-19,123.89898844696691
2023-06-20,126.20890765738753
2023-06-21,128.3141579147797
2023-06-22,128.56134766216127
2023-06-23,128.66178661134384
2023-06-24,129.57779199329906
2023-06-25,128.2366100754097
2023-06-26,126.47889247974058
2023-06-27,125.98242413430319
2023-06-28,127.62091237933792
2023-06-29,127.30042015382712
2023-06-30,129.31505229619677
2023-07-01,125.81305470519537
2023-07-02,123.91679225894083
2023-07-03,123.86265458260748
2023-07-04,125.06188604303618
2023-07-05,125.07486359148967
2023-07-06,125.05528594266634
2023-07-07,125.00308599641585
2023-07-08,122.89941189425073
2023-07-09,124.42099125978308
2023-07-10,123.67102542039716
2023-07-11,125.1173984502007
2023-07-12,125.1292553031082
2023-07-13,126.56593984545835
2023-07-14,127.10164028705353
2023-07-15,127.0677365720158
2023-07-16,127.45689631493417
2023-07-17,125.68145028799857
2023-07-18,125.78957319406014
2023-07-19,128.0488046496382
2023-07-20,129.82636991454896
2023-07-21,128.65141065026145
2023-07-22,129.40490375998667
2023-07-23,129.82932581419632
2023-07-24,130.99413930955672
2023-07-25,131.2222693830293
2023-07-26,131.0208379596504
2023-07-27,132.86905822335487
2023-07-28,133.2628775522242
2023-07-29,135.04255573633316
2023-07-30,136.46642581266087
2023-07-31,136.13278281259207
2023-08-01,136.01434691805508
2023-08-02,138.7480073773061
2023-08-03,139.12468369423553
2023-08-04,138.18054404677673
2023-08-05,136.63286215169768
2023-08-06,138.07315346885974
2023-08-07,138.40493458716503
2023-08-08,137.41936418883495
2023-08-09,138.4563098661857
2023-08-10,138.78825706231248
2023-08-11,136.59474325829623
2023-08-12,137.50813257495878
2023-08-13,139.45138472016143
2023-08-14,143.1326924213168
2023-08-15,143.2971555549199
2023-08-16,143.7451736219878
2023-08-17,146.16957512797543
2023-08-18,146.53313140880516
2023-08-19,147.0538249679826
2023-08-20,146.24411956240672
2023-08-21,144.32192325107195
2023-08-22,145.75458957192853
2023-08-23,144.01490617201014
